longitude,latitude
108.27783349015829,31.502467556278
108.22884259622984,31.298856572654174
108.16294702293776,31.181045582379884
108.17878547822627,31.0610155916962
108.07495588925616,31.012489065230007
106.8897,29.9658
107.78282440908856,30.81462391055293
108.00580749971154,30.792064888147785
106.7861,29.9192
108.02118032836908,30.654890175841825
106.4922,29.3411
107.77543468353012,30.592534460400653
106.6708,29.3458
106.9375,29.6144
106.93,29.5047
108.39896708069026,30.45644150938841
106.7311,29.4689
107.89176172234968,30.435801887179192
107.60790365092106,30.425338936302843
107.0425,29.7678
107.46374167327504,30.3429209908862
107.1736,30.0831
107.74506683141723,30.28534955565479
107.2447,29.9364
106.2556,29.2772
107.98684906217476,30.262328309662017
108.3092410430297,30.236555371630512
106.3997,28.7411
107.1122,29.1611
107.63708375183964,30.06535289280364
107.79712859124164,30.02739619815797
108.4311,31.17
107.35212012928925,29.96872804836148
107.59310175217416,29.946504165781885
106.8819,29.0617
106.9217,28.9611
107.6933,30.7936
107.3468856160466,29.780487322704094
107.30625452985984,29.7641732711446
106.78343614099052,29.73910506330432
107.3892,29.4567
107.52404182590496,29.65688232417266
107.4275,29.2542
107.18136840185996,29.595295234730127
107.7303,29.8406
107.9158,30.0442
107.6358,29.8561
107.4031,30.3114
107.3206,30.1431
107.4308,30.1514
108.1244,30.4156
107.8708,30.1506
109.0436,30.8258
107.15697494182436,29.42440629838553
106.87508630960248,29.343620060215592
106.69354711912338,29.26071607402618
106.93269448343074,29.239823051307283
108.1206,29.9933
108.2686,30.2036
108.1083,29.8969
109.0161,28.3664
109.1189,28.4339
108.7672,28.8219
106.61207639860824,29.17616414248345
108.6503,28.7689
107.987123993413,29.13162768752395
106.83070218086334,29.13861316385605
108.4225,29.5336
108.2853,29.1414
108.0997,29.3047
108.40209757351327,29.03435723553876
106.0720740931382,29.06241891840684
106.9278,29.7719
106.7311,29.5961
106.46981701060815,29.02373624656444
105.8922753169773,29.012504714108708
106.7279118871306,28.985852409883947
106.30871566284269,28.90561376494086
108.99098284518972,28.843805818358017
109.04648943548554,28.75600860263653
108.4500372938413,28.741145180731724
109.24224121343237,28.697413038889643
108.78563102693909,28.69621963003459
108.52724935158966,28.68728469517789
106.50390190868684,28.69732177373169
106.62256631878856,28.67854139078993
109.23631875030898,28.577379620067887
106.61965494585478,28.52407965719713
108.83283988042344,28.419783435730544
108.4139,30.8033
108.2461,30.5217
108.5739,30.6214
108.6058,30.7381
108.4853,30.7653
108.2964,30.8228
108.3586,30.875
107.4306,29.5792
107.345,29.6764
106.6486,29.01
106.7333,28.8167
